Application,Name,Type,sourceLanguage,mainDirectory,subDirectory,fileName,fileExtension,JavaComments,CCType,Scope,NewProgramName,FunctionalArea,JavaClass,comments
GROUP,DACTPF,PF,,FSU,,DACTPF,xls,,PF,,,FDDBEXT,,
GROUP,DCBTPF,PF,,FSU,,DCBTPF,xls,,PF,,,FDDBEXT,,
GROUP,DCERPF,PF,,FSU,,DCERPF,xls,,PF,,,FDDBBTC,,
GROUP,DCEXPF,PF,,FSU,,DCEXPF,xls,,PF,,,FDDBBTC,,
GROUP,DCHDPF,PF,,FSU,,DCHDPF,xls,,PF,,,FSUBGEN,,
GROUP,DCHSPF,PF,,FSU,,DCHSPF,xls,,PF,,,FSUBGEN,,
GROUP,DCRBPF,PF,,FSU,,DCRBPF,xls,,PF,,,FDDBBTC,,
GROUP,DDAAPF,PF,,FSU,,DDAAPF,xls,,PF,,,FDDBEXT,,
GROUP,DDABPF,PF,,FSU,,DDABPF,xls,,PF,,,FDDBEXT,,
GROUP,DDACPF,PF,,FSU,,DDACPF,xls,,PF,,,FDDBEXT,,
GROUP,DDADPF,PF,,FSU,,DDADPF,xls,,PF,,,FDDBEXT,,
GROUP,DDBTPF,PF,,FSU,,DDBTPF,xls,,PF,,,FDDBEXT,,
GROUP,DDDEPF,PF,,FSU,,DDDEPF,xls,,PF,,,FDDBMNT,,
GROUP,DDSUPF,PF,,FSU,,DDSUPF,xls,,PF,,,FDDBMNT,,
GROUP,DEPSPF,PF,,FSU,,DEPSPF,xls,,PF,,,FCSHREC,,
GROUP,DGERPF,PF,,FSU,,DGERPF,xls,,PF,,,FDGIRPT,,
GROUP,DGLSPF,PF,,FSU,,DGLSPF,xls,,PF,,,FGELUPD,,
GROUP,DGLXPF,PF,,FSU,,DGLXPF,xls,,PF,,,FGELUPD,,
GROUP,DISFPF,PF,,FSU,,DISFPF,xls,,PF,,,FDDBDHN,,
GROUP,DISSPF,PF,,FSU,,DISSPF,xls,,PF,,,FDDBDHN,,
GROUP,DNUMPF,PF,,FSU,,DNUMPF,xls,,PF,,,FPCPFSU,,
GROUP,DPSEPF,PF,,FSU,,DPSEPF,xls,,PF,,,FXXXXXX,,
GROUP,DPSXPF,PF,,FSU,,DPSXPF,xls,,PF,,,FXXXXXX,,
GROUP,DSHNPF,PF,,FSU,,DSHNPF,xls,,PF,,,FDDBDHN,,
GROUP,DSSUPF,PF,,FSU,,DSSUPF,xls,,PF,,,FDDBEXT,,
GROUP,ENRLPF,PF,,FSU,,ENRLPF,xls,,PF,,,FSECALM,,
GROUP,FGPYPF,PF,,FSU,,FGPYPF,xls,,PF,,,FPAYREQ,,
GROUP,FLOTPF,PF,,FSU,,FLOTPF,xls,,PF,,,FSUBGEN,,
GROUP,FTXNPF,PF,,FSU,,FTXNPF,xls,,PF,,,FFINRCT,,
GROUP,GAGEPF,PF,,FSU,,GAGEPF,xls,,PF,,,FDEBREP,,
GROUP,GBIHPF,PF,,FSU,,GBIHPF,xls,,PF,,,FSUBGEN,,
GROUP,GCHIPF,PF,,FSU,,GCHIPF,xls,,PF,,,FSUBGEN,,
GROUP,GCOMPF,PF,,FSU,,GCOMPF,xls,,PF,,,FDEBREP,,
GROUP,GCUMPF,PF,,FSU,,GCUMPF,xls,,PF,,,FFSUAGT,,
GROUP,GDJNPF,PF,,FSU,,GDJNPF,xls,,PF,,,FXXXXXX,,
GROUP,GENDPF,PF,,FSU,,GENDPF,xls,,PF,,,FXXXXXX,,
GROUP,GENLPF,PF,,FSU,,GENLPF,xls,,PF,,,FXXXXXX,,
GROUP,GENPPF,PF,,FSU,,GENPPF,xls,,PF,,,FSUBGEN,,
GROUP,GENVPF,PF,,FSU,,GENVPF,xls,,PF,,,FXXXXXX,,
GROUP,GEXTPF,PF,,FSU,,GEXTPF,xls,,PF,,,FGELUPD,,
GROUP,GLDTPF,PF,,FSU,,GLDTPF,xls,,PF,,,FXXXXXX,,
GROUP,GLEXPF,PF,,FSU,,GLEXPF,xls,,PF,,,FSUNACC,,
GROUP,GLFMPF,PF,,FSU,,GLFMPF,xls,,PF,,,FXXXXXX,,
GROUP,GLMXPF,PF,,FSU,,GLMXPF,xls,,PF,,,FGELERN,,
GROUP,GLPRPF,PF,,FSU,,GLPRPF,xls,,PF,,,FXXXXXX,,
GROUP,GLRPPF,PF,,FSU,,GLRPPF,xls,,PF,,,FGELAUD,,
GROUP,GLSBPF,PF,,FSU,,GLSBPF,xls,,PF,,,FXXXXXX,,
GROUP,GLUMPF,PF,,FSU,,GLUMPF,xls,,PF,,,FGELERN,,
GROUP,GPAYPF,PF,,FSU,,GPAYPF,xls,,PF,,,FPAYREQ,,
GROUP,GRPSPF,PF,,FSU,,GRPSPF,xls,,PF,,,FGRPMNT,,
GROUP,GRTRPF,PF,,FSU,,GRTRPF,xls,,PF,,,FCSHREC,,
GROUP,GSTMPF,PF,,FSU,,GSTMPF,xls,,PF,,,FDEBREP,,
GROUP,GTRNPF,PF,,FSU,,GTRNPF,xls,,PF,,,FXXXXXX,,
GROUP,GVCMPF,PF,,FSU,,GVCMPF,xls,,PF,,,FGVTUPR,,
GROUP,GVCXPF,PF,,FSU,,GVCXPF,xls,,PF,,,FGVTUPR,,
GROUP,GVMXPF,PF,,FSU,,GVMXPF,xls,,PF,,,FXXXXXX,,
GROUP,GVUMPF,PF,,FSU,,GVUMPF,xls,,PF,,,FGVTUPR,,
GROUP,HHEXPF,PF,,FSU,,HHEXPF,xls,,PF,,,FSULPA1,,
GROUP,IDTXPF,PF,,FSU,,IDTXPF,xls,,PF,,,FPRTCTL,,
GROUP,ITHXPF,PF,,FSU,,ITHXPF,xls,,PF,,,FSUBGEN,,
GROUP,KSTMPF,PF,,FSU,,KSTMPF,xls,,PF,,,FXXXXXX,,
GROUP,LETCPF,PF,,FSU,,LETCPF,xls,,PF,,,FSTLMNT,,
GROUP,LETQPF,PF,,FSU,,LETQPF,xls,,PF,,,FPCPFSU,,
GROUP,LETTPF,PF,,FSU,,LETTPF,xls,,PF,,,FPCPFSU,,
GROUP,LETXPF,PF,,FSU,,LETXPF,xls,,PF,,,FPRTXML,,
GROUP,MAGUPF,PF,,FSU,,MAGUPF,xls,,PF,,,FSECALM,,
GROUP,MANDPF,PF,,FSU,,MANDPF,xls,,PF,,,FDDBMNT,,
GROUP,MAS7PF,PF,,FSU,,MAS7PF,xls,,PF,,,FGVTUPR,,
GROUP,MDGIPF,PF,,FSU,,MDGIPF,xls,,PF,,,FDGIRPT,,
GROUP,MQLGPF,PF,,FSU,,MQLGPF,xls,,PF,O,,FDEVCSA,,
GROUP,MSMTPF,PF,,FSU,,MSMTPF,xls,,PF,,,FDEBREP,,
GROUP,NACNPF,PF,,FSU,,NACNPF,xls,,PF,,,FXXXXXX,,
GROUP,NARCPF,PF,,FSU,,NARCPF,xls,,PF,,,FRSCADM,,
GROUP,NPADPF,PF,,FSU,,NPADPF,xls,,PF,,,FNTPMNT,,
GROUP,OBSEPF,PF,,FSU,,OBSEPF,xls,,PF,,,FXXXXXX,,
GROUP,ORDDPF,PF,,FSU,,ORDDPF,xls,,PF,,,FXXXXXX,,
GROUP,ORDHPF,PF,,FSU,,ORDHPF,xls,,PF,,,FXXXXXX,,
GROUP,OSLDPF,PF,,FSU,,OSLDPF,xls,,PF,,,FSDSMNT,,
GROUP,PAYRPF,PF,,FSU,,PAYRPF,xls,,PF,,,FXXXXXX,,
GROUP,PAYTPF,PF,,FSU,,PAYTPF,xls,,PF,,,FSULPAY,,
GROUP,PCPTPF,PF,,FSU,,PCPTPF,xls,,PF,,,FPCPFSU,,
GROUP,PDBTPF,PF,,FSU,,PDBTPF,xls,,PF,,,FBILMSC,,
GROUP,PDCEPF,PF,,FSU,,PDCEPF,xls,,PF,,,FXXXXXX,,
GROUP,PDCLPF,PF,,FSU,,PDCLPF,xls,,PF,,,FXXXXXX,,
GROUP,PDCXPF,PF,,FSU,,PDCXPF,xls,,PF,,,FXXXXXX,,
GROUP,PEXTPF,PF,,FSU,,PEXTPF,xls,,PF,,,FPAYREQ,,
GROUP,PLEQPF,PF,,FSU,,PLEQPF,xls,,PF,,,FENQMIS,,
GROUP,PNRQPF,PF,,FSU,,PNRQPF,xls,,PF,,,FPAYREP,,
GROUP,PREQPF,PF,,FSU,,PREQPF,xls,,PF,,,FSULPAY,,
GROUP,PRQUPF,PF,,FSU,,PRQUPF,xls,,PF,,,FPRTCTL,,
GROUP,PTRNPF,PF,,FSU,,PTRNPF,xls,,PF,,,FXXXXXX,,
GROUP,PYPRPF,PF,,FSU,,PYPRPF,xls,,PF,,,FPAYREQ,,
GROUP,PYRJPF,PF,,FSU,,PYRJPF,xls,,PF,,,FPAYREQ,,
GROUP,PYXDPF,PF,,FSU,,PYXDPF,xls,,PF,,,FPAYREQ,,
GROUP,RACCPF,PF,,FSU,,RACCPF,xls,,PF,,,FXXXXXX,,
GROUP,RACRPF,PF,,FSU,,RACRPF,xls,,PF,,,FCLTMNT,,
GROUP,RBNKPF,PF,,FSU,,RBNKPF,xls,,PF,,,FXXXXXX,,
GROUP,RCPTPF,PF,,FSU,,RCPTPF,xls,,PF,,,FCSHREC,,
GROUP,RECNPF,PF,,FSU,,RECNPF,xls,,PF,,,FXXXXXX,,
GROUP,RERRPF,PF,,FSU,,RERRPF,xls,,PF,,,FDEBPRO,,
GROUP,RESJPF,PF,,FSU,,RESJPF,xls,,PF,,,FFINRCT,,
GROUP,RESTPF,PF,,FSU,,RESTPF,xls,,PF,,,FXXXXXX,,
GROUP,RMRKPF,PF,,FSU,,RMRKPF,xls,,PF,,,FSUBGEN,,
GROUP,ROKFPF,PF,,FSU,,ROKFPF,xls,,PF,,,FDEBPRO,,
GROUP,RPAYPF,PF,,FSU,,RPAYPF,xls,,PF,,,FPAYBCH,,
GROUP,RPAYWF,PF,,FSU,,RPAYWF,xls,,PF,,,FPAYBCH,,
GROUP,RPTFPF,PF,,FSU,,RPTFPF,xls,,PF,,,FCLTREP,,
GROUP,RTRNPF,PF,,FSU,,RTRNPF,xls,,PF,,,FCSHREC,,
GROUP,SACCPF,PF,,FSU,,SACCPF,xls,,PF,,,FSUNACC,,
GROUP,SALHPF,PF,,FSU,,SALHPF,xls,,PF,,,FCLTMNT,,
GROUP,SCTLPF,PF,,FSU,,SCTLPF,xls,,PF,,,FXXXXXX,,
GROUP,SDDCPF,PF,,FSU,,SDDCPF,xls,,PF,,,FBTPFMT,,
GROUP,SDJNPF,PF,,FSU,,SDJNPF,xls,,PF,,,FSDSMNT,,
GROUP,SDSBPF,PF,,FSU,,SDSBPF,xls,,PF,,,FSDSREP,,
GROUP,SDSEPF,PF,,FSU,,SDSEPF,xls,,PF,,,FSDSREP,,
GROUP,SDSETP,PF,,FSU,,SDSETP,xls,,PF,,,FSDSREP,,
GROUP,SDSUPF,PF,,FSU,,SDSUPF,xls,,PF,,,FSDSREP,,
GROUP,SDSXPF,PF,,FSU,,SDSXPF,xls,,PF,,,FSDSREP,,
GROUP,SOINPF,PF,,FSU,,SOINPF,xls,,PF,,,FCLTMNT,,
GROUP,SOPYPF,PF,,FSU,,SOPYPF,xls,,PF,,,FXXXXXX,,
GROUP,STMTPF,PF,,FSU,,STMTPF,xls,,PF,,,FXXXXXX,,
GROUP,TCLHPF,PF,,FSU,,TCLHPF,xls,,PF,,,FCLTGEN,,
GROUP,TCTLPF,PF,,FSU,,TCTLPF,xls,,PF,,,FXXXXXX,,
GROUP,TPCDPF,PF,,FSU,,TPCDPF,xls,,PF,,,FPSDCHQ,,
GROUP,TPCHPF,PF,,FSU,,TPCHPF,xls,,PF,,,FPSDCHQ,,
GROUP,TRANPF,PF,,FSU,,TRANPF,xls,,PF,,,FXXXXXX,,
GROUP,TRNAPF,PF,,FSU,,TRNAPF,xls,,PF,,,FSUBGEN,,
GROUP,TRNRPF,PF,,FSU,,TRNRPF,xls,,PF,,,FSUBGEN,,
GROUP,TRNZPF,PF,,FSU,,TRNZPF,xls,,PF,,,FSUBGEN,,
GROUP,TRRPPF,PF,,FSU,,TRRPPF,xls,,PF,,,FREITTC,,
GROUP,TRTYPF,PF,,FSU,,TRTYPF,xls,,PF,,,FREIREI,,
GROUP,TTRCPF,PF,,FSU,,TTRCPF,xls,,PF,,,FCSHREC,,
GROUP,UCSHPF,PF,,FSU,,UCSHPF,xls,,PF,,,FCSHREC,,
GROUP,UFAWPF,PF,,FSU,,UFAWPF,xls,,PF,,,FSECADM,,
GROUP,UPRLPF,PF,,FSU,,UPRLPF,xls,,PF,,,FGVTUPR,,
GROUP,UPRXPF,PF,,FSU,,UPRXPF,xls,,PF,,,FGVTUPR,,
GROUP,USALPF,PF,,FSU,,USALPF,xls,,PF,,,FRSCADM,,
GROUP,USCPPF,PF,,FSU,,USCPPF,xls,,PF,,,FRSCADM,,
GROUP,USDAPF,PF,,FSU,,USDAPF,xls,,PF,,,FSECADM,,
GROUP,USDUPF,PF,,FSU,,USDUPF,xls,,PF,,,FSECADM,,
GROUP,USGCPF,PF,,FSU,,USGCPF,xls,,PF,,,FRSCADM,,
GROUP,USGUPF,PF,,FSU,,USGUPF,xls,,PF,,,FRSCADM,,
GROUP,USLOPF,PF,,FSU,,USLOPF,xls,,PF,,,FXXXXXX,,
GROUP,WPAYPF,PF,,FSU,,WPAYPF,xls,,PF,,,FPAYREQ,,
GROUP,WTAXPF,PF,,FSU,,WTAXPF,xls,,PF,,,FWTHTAX,,
GROUP,WTHXPF,PF,,FSU,,WTHXPF,xls,,PF,,,FWTHTAX,,
GROUP,WTSQPF,PF,,FSU,,WTSQPF,xls,,PF,,,FWTHTAX,,
GROUP,XMLTPF,PF,,FSU,,XMLTPF,xls,,PF,,,FPRTXML,,
GROUP,ZTRNPF,PF,,FSU,,ZTRNPF,xls,,PF,,,FSUBGEN,,
GROUP,CHQ01,PRTF,,FSU,EDDS,CHQ01,PRTF,,,,,FXXXXXX,,
GROUP,CHQ02,PRTF,,FSU,EDDS,CHQ02,PRTF,,,,,FXXXXXX,,
GROUP,CHQ03,PRTF,,FSU,EDDS,CHQ03,PRTF,,,,,FXXXXXX,,
GROUP,R2028,PRTF,,FSU,EDDS,R2028,PRTF,,,,,FFSUAGT,,
GROUP,R2029,PRTF,,FSU,EDDS,R2029,PRTF,,,,,FFSUAGT,,
GROUP,R205101,PRTF,,FSU,EDDS,R205101,PRTF,,,,,FXXXXXX,,
GROUP,R206401,PRTF,,FSU,EDDS,R206401,PRTF,,,,,FXXXXXX,,
GROUP,R206501,PRTF,,FSU,EDDS,R206501,PRTF,,,,,FCSHREC,,
GROUP,R2077,PRTF,,FSU,EDDS,R2077,PRTF,,,,,FCLTREP,,
GROUP,R210801,PRTF,,FSU,EDDS,R210801,PRTF,,,,,FGELREP,,
GROUP,R212201,PRTF,,FSU,EDDS,R212201,PRTF,,,,,FXXXXXX,,
GROUP,R212301,PRTF,,FSU,EDDS,R212301,PRTF,,,,,FXXXXXX,,
GROUP,R212401,PRTF,,FSU,EDDS,R212401,PRTF,,,,,FXXXXXX,,
GROUP,R2127,PRTF,,FSU,EDDS,R2127,PRTF,,,,,FSULPAY,,
GROUP,R2136,PRTF,,FSU,EDDS,R2136,PRTF,,,,,FXXXXXX,,
GROUP,R2138,PRTF,,FSU,EDDS,R2138,PRTF,,,,,FXXXXXX,,
GROUP,R2148,PRTF,,FSU,EDDS,R2148,PRTF,,,,,FXXXXXX,,
GROUP,R2150,PRTF,,FSU,EDDS,R2150,PRTF,,,,,FXXXXXX,,
GROUP,R2199,PRTF,,FSU,EDDS,R2199,PRTF,,,,,FSULPAY,,
GROUP,R2203,PRTF,,FSU,EDDS,R2203,PRTF,,,,,FSULPAY,,
GROUP,R2226,PRTF,,FSU,EDDS,R2226,PRTF,,,,,FSDSREP,,
GROUP,R233601,PRTF,,FSU,EDDS,R233601,PRTF,,,,,FDEBREP,,
GROUP,R233602,PRTF,,FSU,EDDS,R233602,PRTF,,,,,FDEBREP,,
GROUP,R2415,PRTF,,FSU,EDDS,R2415,PRTF,,,,,FXXXXXX,,
GROUP,R2430,PRTF,,FSU,EDDS,R2430,PRTF,,,,,FXXXXXX,,
GROUP,R2486,PRTF,,FSU,EDDS,R2486,PRTF,,,,,FXXXXXX,,
GROUP,R2498,PRTF,,FSU,EDDS,R2498,PRTF,,,,,FDDBBTC,,
GROUP,R249802,PRTF,,FSU,EDDS,R249802,PRTF,,,,,FDDBEXT,,
GROUP,R2499,PRTF,,FSU,EDDS,R2499,PRTF,,,,,FDDBBTC,,
GROUP,R249902,PRTF,,FSU,EDDS,R249902,PRTF,,,,,FDDBBTC,,
GROUP,R2507,PRTF,,FSU,EDDS,R2507,PRTF,,,,,FXXXXXX,,
GROUP,R2510,PRTF,,FSU,EDDS,R2510,PRTF,,,,,FCQMCQP,,
GROUP,R2607,PRTF,,FSU,EDDS,R2607,PRTF,,,,,FPAYREP,,
GROUP,R2609,PRTF,,FSU,EDDS,R2609,PRTF,,,,,FGELYER,,
GROUP,R2616,PRTF,,FSU,EDDS,R2616,PRTF,,,,,FXXXXXX,,
GROUP,R2705,PRTF,,FSU,EDDS,R2705,PRTF,,,,,FDDBEXT,,
GROUP,R2804,PRTF,,FSU,EDDS,R2804,PRTF,,,,,FGRPSTM,,
GROUP,R2814,PRTF,,FSU,EDDS,R2814,PRTF,,,,,FGRPDHN,,
GROUP,R3285,PRTF,,FSU,EDDS,R3285,PRTF,,,,,FDDBEXT,,
GROUP,R3286,PRTF,,FSU,EDDS,R3286,PRTF,,,,,FDDBEXT,,
GROUP,R3288,PRTF,,FSU,EDDS,R3288,PRTF,,,,,FDDBEXT,,
GROUP,R328802,PRTF,,FSU,EDDS,R328802,PRTF,,,,,FDDBEXT,,
GROUP,R3291,PRTF,,FSU,EDDS,R3291,PRTF,,,,,FDDBBTC,,
GROUP,R3333,PRTF,,FSU,EDDS,R3333,PRTF,,,O,,FARCHIV,,
GROUP,R3334,PRTF,,FSU,EDDS,R3334,PRTF,,,O,,FARCHIV,,
GROUP,R3338,PRTF,,FSU,EDDS,R3338,PRTF,,,O,,FARCHIV,,
GROUP,R3611,PRTF,,FSU,EDDS,R3611,PRTF,,,,,FXXXXXX,,
GROUP,R3612,PRTF,,FSU,EDDS,R3612,PRTF,,,,,FXXXXXX,,
GROUP,R3615,PRTF,,FSU,EDDS,R3615,PRTF,,,,,FGELAUD,,
GROUP,R3617,PRTF,,FSU,EDDS,R3617,PRTF,,,,,FXXXXXX,,
GROUP,R3710,PRTF,,FSU,EDDS,R3710,PRTF,,,,,FNTPMNT,,
GROUP,R3720,PRTF,,FSU,EDDS,R3720,PRTF,,,,,FCLTBBM,,
GROUP,R3723,PRTF,,FSU,EDDS,R3723,PRTF,,,,,FSECALM,,
GROUP,R3744,PRTF,,FSU,EDDS,R3744,PRTF,,,,,FSUBGEN,,
GROUP,R418301,PRTF,,FSU,EDDS,R418301,PRTF,,,,,FGELERN,,
GROUP,R4185,PRTF,,FSU,EDDS,R4185,PRTF,,,,,FGELERN,,
GROUP,R423001,PRTF,,FSU,EDDS,R423001,PRTF,,,,,FSDSREP,,
GROUP,R423002,PRTF,,FSU,EDDS,R423002,PRTF,,,,,FSDSREP,,
GROUP,R423003,PRTF,,FSU,EDDS,R423003,PRTF,,,,,FSDSREP,,
GROUP,R423004,PRTF,,FSU,EDDS,R423004,PRTF,,,,,FSDSREP,,
GROUP,R423005,PRTF,,FSU,EDDS,R423005,PRTF,,,,,FSDSREP,,
GROUP,R423006,PRTF,,FSU,EDDS,R423006,PRTF,,,,,FSDSREP,,
GROUP,R423007,PRTF,,FSU,EDDS,R423007,PRTF,,,,,FSDSREP,,
GROUP,R423008,PRTF,,FSU,EDDS,R423008,PRTF,,,,,FSDSREP,,
GROUP,R423201,PRTF,,FSU,EDDS,R423201,PRTF,,,,,FCLTREP,,
GROUP,R8400,PRTF,,FSU,EDDS,R8400,PRTF,,,,,FXXXXXX,,
GROUP,R8401,PRTF,,FSU,EDDS,R8401,PRTF,,,,,FXXXXXX,,
GROUP,R8404,PRTF,,FSU,EDDS,R8404,PRTF,,,,,FDDBDHN,,
GROUP,R840401,PRTF,,FSU,EDDS,R840401,PRTF,,,,,FDDBDHN,,
GROUP,R840402,PRTF,,FSU,EDDS,R840402,PRTF,,,,,FDDBDHN,,
GROUP,R840403,PRTF,,FSU,EDDS,R840403,PRTF,,,,,FDDBDHN,,
GROUP,R8405,PRTF,,FSU,EDDS,R8405,PRTF,,,,,FXXXXXX,,
GROUP,RH541,PRTF,,FSU,EDDS,RH541,PRTF,,,,,FSULPA1,,
GROUP,RH544,PRTF,,FSU,EDDS,RH544,PRTF,,,,,FSULPA1,,
GROUP,RN410,PRTF,,FSU,EDDS,RN410,PRTF,,,,,FGVTUPR,,
GROUP,RN831,PRTF,,FSU,EDDS,RN831,PRTF,,,,,FGVTUPR,,
GROUP,RR205,PRTF,,FSU,EDDS,RR205,PRTF,,,,,FXXXXXX,,
GROUP,RR210,PRTF,,FSU,EDDS,RR210,PRTF,,,,,FXXXXXX,,
GROUP,RR21U,PRTF,,FSU,EDDS,RR21U,PRTF,,,,,FDDBDHN,,
GROUP,RR21V,PRTF,,FSU,EDDS,RR21V,PRTF,,,,,FDDBDHN,,
GROUP,RR21X,PRTF,,FSU,EDDS,RR21X,PRTF,,,,,FDDBDHN,,
GROUP,RR21Y,PRTF,,FSU,EDDS,RR21Y,PRTF,,,,,FDDBDHN,,
GROUP,RR22601,PRTF,,FSU,EDDS,RR22601,PRTF,,,,,FDEBREP,,
GROUP,RR22602,PRTF,,FSU,EDDS,RR22602,PRTF,,,,,FDEBREP,,
GROUP,RR22603,PRTF,,FSU,EDDS,RR22603,PRTF,,,,,FDEBREP,,
GROUP,RR22701,PRTF,,FSU,EDDS,RR22701,PRTF,,,,,FDEBREP,,
GROUP,RR22F,PRTF,,FSU,EDDS,RR22F,PRTF,,,,,FDGIRPT,,
GROUP,RR22V,PRTF,,FSU,EDDS,RR22V,PRTF,,,,,FPSDCHQ,,
GROUP,RR23301,PRTF,,FSU,EDDS,RR23301,PRTF,,,,,FDEBREP,,
GROUP,RR23401,PRTF,,FSU,EDDS,RR23401,PRTF,,,,,FDEBREP,,
GROUP,RR23901,PRTF,,FSU,EDDS,RR23901,PRTF,,,,,FSDSREP,,
GROUP,RR23G01,PRTF,,FSU,EDDS,RR23G01,PRTF,,,,,FDEBREP,,
GROUP,RR23G02,PRTF,,FSU,EDDS,RR23G02,PRTF,,,,,FCLTGEN,,
GROUP,RR24001,PRTF,,FSU,EDDS,RR24001,PRTF,,,,,FSDSREP,,
GROUP,RR244,PRTF,,FSU,EDDS,RR244,PRTF,,,,,FDEBREP,,
GROUP,RR246,PRTF,,FSU,EDDS,RR246,PRTF,,,,,FSUNACC,,
GROUP,RR29301,PRTF,,FSU,EDDS,RR29301,PRTF,,,,,FPAYREQ,,
GROUP,RR29302,PRTF,,FSU,EDDS,RR29302,PRTF,,,,,FPAYREQ,,
GROUP,RR294,PRTF,,FSU,EDDS,RR294,PRTF,,,,,FPAYREQ,,
GROUP,RR298,PRTF,,FSU,EDDS,RR298,PRTF,,,,,FDEBPRO,,
GROUP,RR299,PRTF,,FSU,EDDS,RR299,PRTF,,,,,FDEBPRO,,
GROUP,RR300,PRTF,,FSU,EDDS,RR300,PRTF,,,,,FXXXXXX,,
GROUP,RR302,PRTF,,FSU,EDDS,RR302,PRTF,,,,,FPAYREP,,
GROUP,RR310,PRTF,,FSU,EDDS,RR310,PRTF,,,,,FCLTMNT,,
GROUP,RR328,PRTF,,FSU,EDDS,RR328,PRTF,,,,,FSDSMNT,,
GROUP,RR331,PRTF,,FSU,EDDS,RR331,PRTF,,,,,FGVTUPR,,
GROUP,RR333,PRTF,,FSU,EDDS,RR333,PRTF,,,,,FSDSREP,,
GROUP,RR368,PRTF,,FSU,EDDS,RR368,PRTF,,,O,,FWTHTAX,,
GROUP,RR369,PRTF,,FSU,EDDS,RR369,PRTF,,,O,,FWTHTAX,,
GROUP,RR412,PRTF,,FSU,EDDS,RR412,PRTF,,,,,FPAYBCH,,
GROUP,RR414,PRTF,,FSU,EDDS,RR414,PRTF,,,,,FPAYBCH,,
GROUP,RR433,PRTF,,FSU,EDDS,RR433,PRTF,,,,,FXXXXXX,,
GROUP,RT530,PRTF,,FSU,EDDS,RT530,PRTF,,,,,FDDBEXT,,
GROUP,RT535,PRTF,,FSU,EDDS,RT535,PRTF,,,,,FDDBEXT,,
GROUP,RT536,PRTF,,FSU,EDDS,RT536,PRTF,,,,,FDDBEXT,,
GROUP,RT537,PRTF,,FSU,EDDS,RT537,PRTF,,,,,FDDBEXT,,
GROUP,RT539,PRTF,,FSU,EDDS,RT539,PRTF,,,,,FDDBEXT,,
GROUP,RT540,PRTF,,FSU,EDDS,RT540,PRTF,,,,,FDDBEXT,,
GROUP,RT541,PRTF,,FSU,EDDS,RT541,PRTF,,,,,FDDBEXT,,
GROUP,RT542,PRTF,,FSU,EDDS,RT542,PRTF,,,,,FDDBEXT,,
GROUP,RT543,PRTF,,FSU,EDDS,RT543,PRTF,,,,,FDDBEXT,,
GROUP,RUNPS,PRTF,,FSU,EDDS,RUNPS,PRTF,,,,,FGELUPD,,
GROUP,RWHTAX,PRTF,,FSU,EDDS,RWHTAX,PRTF,,,,,FWTHTAX,,
GROUP,ACTOPOL,CBL,,GROUP,CBL,ACTOPOL,CBL,,,,,GUNDNBT,,
GROUP,ADDHDCPP,CBL,,GROUP,CBL,ADDHDCPP,CBL,,,,,GUNDBLC,,
GROUP,ADDMBR,CBL,,GROUP,CBL,ADDMBR,CBL,,,,,GPENCBN,,
GROUP,ADDMBRPP,CBL,,GROUP,CBL,ADDMBRPP,CBL,,,,,GUNDBLC,,
GROUP,ADDMTRN,CBL,,GROUP,CBL,ADDMTRN,CBL,,,,,GUNDRIC,,
GROUP,ADDPRD,CBL,,GROUP,CBL,ADDPRD,CBL,,,,,GUNDBLC,,
GROUP,ADDRATE,CBL,,GROUP,CBL,ADDRATE,CBL,,,,,GXXXXXX,,
GROUP,AGEVAL,CBL,,GROUP,CBL,AGEVAL,CBL,,,,,GRUNRNT,,
GROUP,AGG,CBL,,GROUP,CBL,AGG,CBL,,,O,,GXXXXXX,,
GROUP,AGGCRTX,CBL,,GROUP,CBL,AGGCRTX,CBL,,,O,,GXXXXXX,,
GROUP,AGT,CBL,,GROUP,CBL,AGT,CBL,,,O,,GAGTMNT,,
GROUP,AGTOPOL,CBL,,GROUP,CBL,AGTOPOL,CBL,,,,,GUNDNBT,,
GROUP,ALLPROD,CBL,,GROUP,CBL,ALLPROD,CBL,,,,,GPENCBN,,
GROUP,ALREADS,CBL,,GROUP,CBL,ALREADS,CBL,,,,,GUNDBLC,,
GROUP,APRMCHG,CBL,,GROUP,CBL,APRMCHG,CBL,,,,,GUNDBLC,,
GROUP,APRMNEW,CBL,,GROUP,CBL,APRMNEW,CBL,,,,,GUNDBLC,,
GROUP,APTOMBR,CBL,,GROUP,CBL,APTOMBR,CBL,,,,,GUNDNBT,,
GROUP,B9147,CBL,,GROUP,CBL,B9147,CBL,,,,,GUNDSVT,,
GROUP,B9148,CBL,,GROUP,CBL,B9148,CBL,,,,,GUNDSVT,,
GROUP,B9149,CBL,,GROUP,CBL,B9149,CBL,,,,,GUNDNBT,,
GROUP,B9151,CBL,,GROUP,CBL,B9151,CBL,,,,,GUNDSVT,,
GROUP,B9153,CBL,,GROUP,CBL,B9153,CBL,,,,,GUNDSVT,,
GROUP,B9154,CBL,,GROUP,CBL,B9154,CBL,,,,,GUNDSVT,,
GROUP,B9155,CBL,,GROUP,CBL,B9155,CBL,,,,,GUNDSVT,,
GROUP,B9164,CBL,,GROUP,CBL,B9164,CBL,,,,,GUNDRNT,,
